time hours since 1900-01-01 00:00:00.0,u10 m s**-1,v10 m s**-1,msl Pa,Distance Weight,surge m
973008,-2.200400041940492,0.6752627850663027,102018.425349633,1.0,0.058339
973008,-2.815800678203753,2.4971012757363775,101985.87544634001,0.9200188673326593,0.058339
973008,-2.3518409143990127,0.5095089239837893,102040.6075059512,0.7086605733944991,0.058339
973008,-3.10491507107911,2.136513928820034,101995.76097252528,0.6570684766888562,0.058339
973008,-2.7318198307494823,0.3786506126028586,102067.37075976988,0.21851852715205589,0.058339
973008,-3.0168040180123343,1.5796391148322932,101998.41318686768,0.17088663921578495,0.058339
973008,-3.418810697629498,2.8373328853267994,101973.33770581233,0.13951071230525602,0.058339
973008,-4.013560305830232,4.180811548837691,101950.43221830986,0.1238835278582362,0.058339
973008,-2.799279855753732,0.41645412477957233,102101.60843582622,0.08554182649688769,0.058339
973008,-3.937839869600972,4.247694685765723,101959.83552370561,0.0,0.058339
973014,-3.3554808782377528,2.15541568490839,102058.44967516366,1.0,0.074555
973014,-5.172771347739998,4.112474430672095,101991.90320620908,0.9200188673326593,0.074555
973014,-2.8915211144330133,1.9940237675385752,102080.63183148185,0.7086605733944991,0.074555
973014,-4.9855353599731,3.86238965781076,102008.53982344773,0.6570684766888562,0.074555
973014,-2.398649911340737,1.6567001204232863,102110.77063082722,0.21851852715205589,0.074555
973014,-5.342109777852707,3.261895406696042,102031.68642134497,0.17088663921578495,0.074555
973014,-6.360893828937299,4.9063481863830765,101971.64993304899,0.13951071230525602,0.074555
973014,-5.142483173248294,5.282929326912645,101931.14338672883,0.1238835278582362,0.074555
973014,-2.1563445154071044,1.5607373587439364,102134.88167030351,0.08554182649688769,0.074555
973014,-5.2801566936651305,5.447229206757592,101941.99335449316,0.0,0.074555
973020,-3.480763781817074,2.869320472553249,102001.30651160484,1.0,0.069376
973020,-5.691800519711473,5.70022194209406,101935.00115304503,0.9200188673326593,0.069376
973020,-3.1654914200625184,2.965283234232598,102013.60314173775,0.7086605733944991,0.069376
973020,-5.376528157956916,5.684228148480835,101948.50333515175,0.6570684766888562,0.069376
973020,-2.2595996557197324,2.1568696661459557,102051.69858411029,0.21851852715205589,0.069376
973020,-5.064009266610697,3.7867826334573325,101976.95436173378,0.17088663921578495,0.069376
973020,-6.3512566825081205,5.928496996391906,101914.74787988495,0.13951071230525602,0.069376
973020,-5.907947946765907,7.081504117781667,101867.73135290616,0.1238835278582362,0.069376
973020,-2.1797490138779665,2.188857253372407,102060.61966871652,0.08554182649688769,0.069376
973020,-5.836357716149151,7.455177295836102,101884.36797014481,0.0,0.069376
973026,-0.5689688250009777,5.754019247883998,101955.97775738941,1.0,0.027177999999999997
973026,-1.989759555702732,6.079711045098759,101935.96559462408,0.9200188673326593,0.027177999999999997
973026,-0.22753849436722184,5.258211645874025,101955.25442620512,0.7086605733944991,0.027177999999999997
973026,-1.3839960658686508,6.101520763662248,101932.83115949217,0.6570684766888562,0.027177999999999997
973026,-0.7190329622553282,5.172426752857636,101972.13215383852,0.21851852715205589,0.027177999999999997
973026,-1.339940539335263,5.29892312052587,101969.7210498909,0.17088663921578495,0.027177999999999997
973026,-2.963111345049768,5.932858940104604,101938.85891936124,0.13951071230525602,0.027177999999999997
973026,-3.614307096621406,6.83868925110816,101860.49804106329,0.1238835278582362,0.027177999999999997
973026,-0.40100713009243627,5.012488816725388,101980.0887968657,0.08554182649688769,0.027177999999999997
973026,-3.2687465603751455,7.388294158908072,101865.32024895854,0.0,0.027177999999999997
973032,0.2901139424000849,1.8253619439809308,101928.97339317595,1.0,0.053171
973032,0.2281608582125081,3.711175609103905,101952.60221186273,0.9200188673326593,0.053171
973032,1.5305523613557845,1.9751220114502184,101945.6100104146,0.7086605733944991,0.053171
973032,1.1753546786803444,3.4407350989166483,101960.5588548899,0.6570684766888562,0.053171
973032,-0.9324269189014256,2.857688622652721,101914.9889902797,0.21851852715205589,0.053171
973032,-1.0315518536015489,4.15318590532394,101899.3168146201,0.17088663921578495,0.053171
973032,-1.4101540347478494,4.605374070206936,101916.67676304304,0.13951071230525602,0.053171
973032,-1.7254263965024057,4.471607796350873,101941.99335449316,0.1238835278582362,0.053171
973032,-0.9379338597180986,3.1063194142764905,101929.69672436024,0.08554182649688769,0.053171
973032,-1.4597165020979102,5.492302625122135,101937.65336738742,0.0,0.053171
973038,-0.639182320413564,3.0016327651717463,102051.45747371553,1.0,0.093976
973038,-0.8980085387972174,5.70022194209406,102020.59534318588,0.9200188673326593,0.093976
973038,0.050562016874788895,3.4829005548060588,102028.3108758183,0.7086605733944991,0.093976
973038,0.20750983014998248,6.101520763662248,101994.55542055148,0.6570684766888562,0.093976
973038,-0.7149027566428234,2.0856245855052267,102075.32740279706,0.21851852715205589,0.093976
973038,-1.8658533873275793,3.283705125259531,102054.83301924221,0.17088663921578495,0.093976
973038,-2.309162123069793,4.938335773609526,102030.23975897639,0.13951071230525602,0.093976
973038,-1.3179127760685692,6.617684102998143,101986.11655673478,0.1238835278582362,0.093976
973038,-0.4175279525424571,2.2775501088639265,102051.21636332077,0.08554182649688769,0.093976
973038,-0.2853613729422939,7.791046961713826,101956.45997817893,0.0,0.093976
973044,-1.8383186832442115,2.5029172006866416,102032.40975252926,1.0,0.012088
973044,-3.133826510366646,4.971777342073543,101972.85548502281,0.9200188673326593,0.012088
973044,-1.2972617480060435,3.2429936506076844,102005.4053883158,0.7086605733944991,0.012088
973044,-2.3119155934781306,5.809270534911502,101941.0289129141,0.6570684766888562,0.012088
973044,-1.1306767883016704,1.7541168633402018,102092.44624082523,0.21851852715205589,0.012088
973044,-3.37475517109611,2.9681911967077292,102027.82865502876,0.17088663921578495,0.012088
973044,-4.017690511442738,4.430896321699026,101978.88324489188,0.13951071230525602,0.012088
973044,-3.082887307812416,5.886331540502495,101932.34893870263,0.1238835278582362,0.012088
973044,-0.7410607255220221,2.1641395723337853,102069.29964292799,0.08554182649688769,0.012088
973044,-1.9236762659026505,7.375208327769978,101900.52236659393,0.0,0.012088
973050,2.341449396610953,3.4305572302536858,102082.56071463996,1.0,-0.019346000000000002
973050,1.0858668904094007,4.212799136064143,102102.33176701052,0.9200188673326593,-0.019346000000000002
973050,3.3863914165747424,3.6006730350488967,102080.87294187662,0.7086605733944991,-0.019346000000000002
973050,2.3910118639610136,5.214592208747049,102090.99957845666,0.6570684766888562,-0.019346000000000002
973050,2.604405820607111,3.21972995080663,102048.56414897837,0.21851852715205589,-0.019346000000000002
973050,0.5709679240504322,2.907123984729961,102087.86514332473,0.17088663921578495,-0.019346000000000002
973050,-0.9282967132889208,3.3564041871378256,102103.0550981948,0.13951071230525602,-0.019346000000000002
973050,-0.1352972356879416,4.926703923709,102078.70294832374,0.1238835278582362,-0.019346000000000002
973050,3.265238718607927,3.272073275359003,102051.69858411029,0.08554182649688769,-0.019346000000000002
973050,1.8265504302519826,5.848528028325782,102060.61966871652,0.0,-0.019346000000000002
973056,2.1459529976190446,1.1129111375736391,102064.95965582225,1.0,-0.089624
973056,2.8563483629699213,0.4804292992324717,102078.70294832374,0.9200188673326593,-0.089624
973056,2.7420793410239472,-0.07353755228013714,102064.47743503274,0.7086605733944991,-0.089624
973056,3.9357087630379226,-3.5180191040737587,102102.81398780004,0.6570684766888562,-0.089624
973056,1.989005184343851,0.25360822617219103,102030.48086937115,0.21851852715205589,-0.089624
973056,2.626433583873805,1.1463527060376544,102067.61187016465,0.17088663921578495,-0.089624
973056,1.7466997884102167,2.6017879248411218,102068.5763117437,0.13951071230525602,-0.089624
973056,2.593391938973763,-3.4147864362065796,102087.38292253521,0.1238835278582362,-0.089624
973056,2.1610970848648954,0.4353558808679283,102018.66646002777,0.08554182649688769,-0.089624
973056,2.9953986185909276,-7.74328858044027,102140.1860989883,0.0,-0.089624
973062,0.9000076378466719,-2.872451434594498,102044.94749305693,1.0,-0.058735
973062,-0.5235365632634199,-6.116283575604025,102068.5763117437,0.9200188673326593,-0.058735
973062,0.8311708776382538,-3.4845775356097426,102090.51735766712,0.7086605733944991,-0.058735
973062,-0.5070157408134008,-6.953776768441985,102128.85391043444,0.6570684766888562,-0.058735
973062,1.1698477378636714,-1.4010224221778058,102029.03420700258,0.21851852715205589,-0.058735
973062,1.3915021057347783,-1.5202488836582093,102024.21199910731,0.17088663921578495,-0.058735
973062,0.15106368677907867,-3.704128702482194,102038.43751239833,0.13951071230525602,-0.058735
973062,-2.0489591694819715,-7.7752761676667195,102099.43844227336,0.1238835278582362,-0.058735
973062,1.0844901552052324,-2.3432022641205097,102056.52079200555,0.08554182649688769,-0.058735
973062,-1.6180410505772729,-8.788701090250154,102167.67268399127,0.0,-0.058735
973068,-0.780986046442905,-3.509295216648363,102150.79495635786,1.0,-0.207
973068,-2.069610197544497,-6.059578307338955,102171.77156070224,0.9200188673326593,-0.207
973068,-0.7864929872595781,-3.0527451080526697,102218.30586689149,0.7086605733944991,-0.207
973068,-2.1866326898988087,-6.001419057836319,102233.73693215632,0.6570684766888562,-0.207
973068,-0.4147744821341188,-2.8797213407823277,102126.68391688156,0.21851852715205589,-0.207
973068,-0.5428108561217773,-3.813177295299637,102089.79402648284,0.17088663921578495,-0.207
973068,-1.737817013339921,-6.172988843869096,102112.94062438008,0.13951071230525602,-0.207
973068,-2.958981139437263,-6.84909011933724,102189.85484030946,0.1238835278582362,-0.207
973068,-0.5111459464259056,-3.0890946389918175,102193.23038583614,0.08554182649688769,-0.207
973068,-2.930069700149727,-7.264928753281088,102256.88353005356,0.0,-0.207
973074,-0.4340487749924762,-1.7310761631052651,102175.62932701844,1.0,-0.11909000000000002
973074,-1.2215413117767824,-3.768103876935094,102239.28247123587,0.9200188673326593,-0.11909000000000002
973074,-0.7025121398053091,-2.135282947148586,102234.21915294584,0.7086605733944991,-0.11909000000000002
973074,-1.3482009505602726,-4.087979749199592,102288.95121255703,0.6570684766888562,-0.11909000000000002
973074,-0.4299185693799714,-1.4010224221778058,102135.6050014878,0.21851852715205589,-0.11909000000000002
973074,0.3424298801584822,-2.0044246357676547,102151.27717714739,0.17088663921578495,-0.11909000000000002
973074,-1.2587131622893288,-3.2228609128478807,102204.80368478477,0.13951071230525602,-0.11909000000000002
973074,-2.523932814920059,-4.666664281750821,102281.9590111089,0.1238835278582362,-0.11909000000000002
973074,-0.6653402892927627,-1.851756605823235,102203.59813281095,0.08554182649688769,-0.11909000000000002
973074,-2.848842323103794,-5.03597551609256,102332.59219400912,0.0,-0.11909000000000002
973080,-0.12841355966709855,-2.440619007037425,102147.17830043643,1.0,-0.060112
973080,-1.1871229316725742,-4.191212417066771,102169.84267754413,0.9200188673326593,-0.060112
973080,-0.9737289750264768,-1.86775039943646,102192.26594425709,0.7086605733944991,-0.060112
973080,-2.051712639890309,-3.7157605523827213,102200.94591846855,0.6570684766888562,-0.060112
973080,-0.6970051989886343,-1.9346335363644913,102129.57724161872,0.21851852715205589,-0.060112
973080,1.1877452955178605,-4.1359611300392665,102115.59283872247,0.17088663921578495,-0.060112
973080,-0.4216581581549619,-4.94728266060104,102140.66831977782,0.13951071230525602,-0.060112
973080,-2.56523487104511,-3.970207268956754,102179.96931412417,0.1238835278582362,-0.060112
